City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
129,Atuona,PF,2022-02-11 19:13:24,-9.8,-139.0333,77.65,76,8,14.5
130,Whitianga,NZ,2022-02-11 19:13:25,-36.8333,175.7,74.01,98,100,9.08
131,Pangnirtung,CA,2022-02-11 19:13:25,66.1451,-65.7125,2.03,81,100,5.19
132,Sheridan,US,2022-02-11 19:13:26,44.8333,-106.9173,32.18,82,100,18.41
133,Liverpool,GB,2022-02-11 19:11:12,53.4106,-2.9779,42.75,75,40,14.97
134,Hithadhoo,MV,2022-02-11 19:12:43,-0.6,73.0833,81.7,70,100,7.58
135,Butaritari,KI,2022-02-11 19:13:26,3.0707,172.7902,81.03,79,58,15.77
136,Leningradskiy,RU,2022-02-11 19:13:27,69.3833,178.4167,-18.56,97,99,4.88
137,Lumphat,KH,2022-02-11 19:14:27,13.4878,106.9816,74.79,68,100,7.16
138,Saurimo,AO,2022-02-11 19:14:28,-9.6608,20.3916,67.86,84,100,1.41
139,Kabalo,CD,2022-02-11 19:14:29,-6.05,26.9167,70.92,97,99,4.54
140,Yerbogachen,RU,2022-02-11 19:14:29,61.2767,108.0108,-11.02,97,100,3.38
141,Kavieng,PG,2022-02-11 19:11:18,-2.5744,150.7967,81.09,80,100,7.96
142,Buala,SB,2022-02-11 19:14:30,-8.145,159.5921,75.74,96,100,3.06
143,Temirtau,KZ,2022-02-11 19:14:30,50.0544,72.9483,-1.95,91,100,9.95
144,Casper,US,2022-02-11 19:14:31,42.8666,-106.3131,32.72,64,100,14.97
145,Prado,BR,2022-02-11 19:14:31,-17.3411,-39.2208,82.65,66,1,9.24
146,Codrington,AU,2022-02-11 19:14:32,-38.2667,141.9667,52.39,88,2,7.23
147,Qingdao,CN,2022-02-11 19:14:32,36.0986,120.3719,40.46,67,7,2.59
148,Dubbo,AU,2022-02-11 19:14:32,-32.25,148.6167,59.13,88,5,8.05
149,Bairiki,KI,2022-02-11 19:14:33,1.3292,172.9752,80.6,78,20,11.5
150,Caravelas,BR,2022-02-11 19:14:33,-17.7125,-39.2481,84.31,57,0,8.97
151,Georgetown,MY,2022-02-11 19:13:11,5.4112,100.3354,78.89,85,20,0.0
152,Rovaniemi,FI,2022-02-11 19:14:34,66.5,25.7167,18.81,86,0,5.75
153,Zhanjiang,CN,2022-02-11 19:14:34,21.2815,110.3427,65.25,97,100,10.74
154,Minab,IR,2022-02-11 19:14:35,27.1467,57.0801,63.9,67,0,2.51
155,Vetluzhskiy,RU,2022-02-11 19:14:35,58.3902,45.4654,22.41,98,100,4.5
156,Tuatapere,NZ,2022-02-11 19:14:36,-46.1333,167.6833,54.82,82,52,6.24
157,Parana,AR,2022-02-11 19:13:27,-31.732,-60.5238,84.74,29,100,18.23
158,Finschhafen,PG,2022-02-11 19:14:36,-6.6024,147.8681,78.71,82,100,4.94
159,Eureka,US,2022-02-11 19:13:18,40.8021,-124.1637,68.2,66,0,4.03
160,Nadym,RU,2022-02-11 19:14:37,65.5333,72.5167,-2.47,81,0,17.78
161,Yellowknife,CA,2022-02-11 19:14:37,62.456,-114.3525,-12.48,85,100,2.3
162,Kindu,CD,2022-02-11 19:14:38,-2.95,25.95,71.6,88,85,1.05
163,Progreso,MX,2022-02-11 19:14:38,21.2833,-89.6667,86.11,64,18,12.28
164,Merauke,ID,2022-02-11 19:12:51,-8.4667,140.3333,75.83,87,14,2.93
165,Torbay,CA,2022-02-11 19:14:39,47.6666,-52.7314,43.57,82,100,23.02
166,Constitucion,CL,2022-02-11 19:14:39,-35.3333,-72.4167,70.34,43,0,16.15
167,Tocopilla,CL,2022-02-11 19:14:40,-22.092,-70.1979,73.15,62,16,6.35
168,Cape Town,ZA,2022-02-11 19:14:40,-33.9258,18.4232,71.11,77,0,18.41
169,Road Town,VG,2022-02-11 19:11:32,18.4167,-64.6167,82.49,57,20,18.41
170,Lyaskelya,RU,2022-02-11 19:14:41,61.7667,31.0167,19.35,94,68,7.09
171,Ponta Do Sol,PT,2022-02-11 19:14:41,32.6667,-17.1,65.03,73,18,3.11
172,Manoel Urbano,BR,2022-02-11 19:14:42,-8.8389,-69.2597,85.14,67,100,4.76
173,Tiksi,RU,2022-02-11 19:12:53,71.6872,128.8694,-13.11,94,98,14.76
174,Dongsheng,CN,2022-02-11 19:14:42,39.8161,109.9776,24.42,73,100,14.03
175,Bhag,PK,2022-02-11 19:14:43,29.0415,67.8239,66.24,25,0,3.87
176,Thompson,CA,2022-02-11 19:14:43,55.7435,-97.8558,-16.44,58,0,6.91
177,Lichinga,MZ,2022-02-11 19:14:43,-13.3128,35.2406,61.16,98,100,3.15
178,Ocean City,US,2022-02-11 19:11:28,39.2776,-74.5746,62.38,61,0,5.99
179,Laranjeiras Do Sul,BR,2022-02-11 19:14:44,-25.4078,-52.4161,86.81,31,28,2.59
180,Czersk,PL,2022-02-11 19:14:45,53.7959,17.9765,34.56,91,100,12.26
181,Filadelfia,US,2022-02-11 19:12:13,39.9523,-75.1638,62.62,31,20,16.11
182,Chapais,CA,2022-02-11 19:14:45,49.7834,-74.8492,8.38,93,100,9.17
183,Khatanga,RU,2022-02-11 19:15:46,71.9667,102.5,2.17,80,75,15.75
184,Mildura,AU,2022-02-11 19:15:46,-34.2,142.15,57.16,58,0,6.91
185,Rodos,GR,2022-02-11 19:15:47,36.4408,28.2225,51.78,70,0,0.0
186,Luderitz,NA,2022-02-11 19:15:47,-26.6481,15.1594,79.27,59,100,14.58
187,Selenginsk,RU,2022-02-11 19:15:48,52.0064,106.8647,-22.63,98,100,2.86
188,Rosetta,EG,2022-02-11 19:15:48,31.4044,30.4164,54.63,73,0,7.23
189,Dwarka,IN,2022-02-11 19:15:49,22.2394,68.9678,71.28,55,0,10.49
190,Barinas,VE,2022-02-11 19:15:49,8.6226,-70.2075,98.64,28,100,8.05
191,Yulara,AU,2022-02-11 19:15:49,-25.2406,130.9889,67.84,42,0,6.91
192,Faanui,PF,2022-02-11 19:15:50,-16.4833,-151.75,81.54,72,87,14.76
193,Okha,RU,2022-02-11 19:15:50,53.5739,142.9478,16.81,93,100,5.14
194,Ca Mau,VN,2022-02-11 19:15:51,9.1769,105.15,76.86,83,100,8.21
195,Lauro Muller,BR,2022-02-11 19:15:51,-28.3928,-49.3967,76.75,74,61,1.34
196,Rocha,UY,2022-02-11 19:15:52,-34.4833,-54.3333,85.32,48,96,9.31
197,Mar Del Plata,AR,2022-02-11 19:12:49,-38.0023,-57.5575,62.87,74,100,23.02
198,Coquimbo,CL,2022-02-11 19:15:52,-29.9533,-71.3436,73.13,56,0,12.66
199,Ust-Maya,RU,2022-02-11 19:15:53,60.4167,134.5333,-35.32,100,85,0.65
200,Oksfjord,NO,2022-02-11 19:15:53,70.2396,22.3479,31.12,74,100,8.34
201,La Ronge,CA,2022-02-11 19:15:54,55.1001,-105.2842,-16.35,52,83,2.3
202,Hamilton,US,2022-02-11 19:15:54,39.1834,-84.5333,58.05,47,100,16.11
203,Krasnoarmeysk,RU,2022-02-11 19:15:55,51.0239,45.6969,33.08,97,100,17.2
204,Izumo,JP,2022-02-11 19:15:55,35.3667,132.7667,31.95,79,100,2.75
205,Klaksvik,FO,2022-02-11 19:15:56,62.2266,-6.589,40.12,74,100,12.21
206,Tasiilaq,GL,2022-02-11 19:15:57,65.6145,-37.6368,12.36,58,100,5.35
207,Kitchener,CA,2022-02-11 19:13:02,43.4254,-80.5112,36.21,97,100,14.0
208,Portland,US,2022-02-11 19:15:58,45.5234,-122.6762,59.27,70,20,8.99
209,Mufumbwe,ZM,2022-02-11 19:15:58,-13.6833,24.8,64.98,93,100,1.03
210,Victoria,HK,2022-02-11 19:12:06,22.2855,114.1577,67.95,88,33,3.0
211,Ilulissat,GL,2022-02-11 19:15:59,69.2167,-51.1,24.82,74,75,2.3
212,Cedar City,US,2022-02-11 19:15:59,37.6775,-113.0619,55.4,28,0,16.11
213,Saint-Francois,FR,2022-02-11 19:16:00,46.4154,3.9054,36.68,78,0,3.44
214,Beloha,MG,2022-02-11 19:16:00,-25.1667,45.05,74.8,90,58,12.88
215,Port-Gentil,GA,2022-02-11 19:16:01,-0.7193,8.7815,81.05,80,19,9.19
216,Kupang,ID,2022-02-11 19:16:01,-10.1667,123.5833,77.04,88,100,1.23
217,Kitimat,CA,2022-02-11 19:16:02,54.0524,-128.6534,34.92,30,100,2.04
218,Kavaratti,IN,2022-02-11 19:16:02,10.5669,72.642,80.38,76,39,10.25
219,Christchurch,NZ,2022-02-11 19:13:14,-43.5333,172.6333,63.03,93,75,3.44
220,Hay River,CA,2022-02-11 19:15:26,60.8156,-115.7999,-4.02,71,75,4.61
221,Bengkulu,ID,2022-02-11 19:16:03,-3.8004,102.2655,74.52,88,100,5.21
222,Sao Filipe,CV,2022-02-11 19:16:04,14.8961,-24.4956,79.57,53,12,15.64
223,Salinas,US,2022-02-11 19:14:58,36.6777,-121.6555,78.73,32,0,5.75
224,Hambantota,LK,2022-02-11 19:16:05,6.1241,81.1185,77.05,88,90,13.02
225,Ubatuba,BR,2022-02-11 19:15:08,-23.4339,-45.0711,83.73,83,84,4.23
226,Muisne,EC,2022-02-11 19:16:05,0.6,-80.0333,82.51,79,44,8.59
227,Maun,BW,2022-02-11 19:12:28,-19.9833,23.4167,71.55,72,16,4.56
228,Manakara,MG,2022-02-11 19:16:06,-22.1333,48.0167,76.39,84,25,3.6
229,Karla,EE,2022-02-11 19:16:07,59.3723,24.9275,31.71,74,40,13.8
230,Tambilil,PH,2022-02-11 19:17:07,5.9622,124.6697,77.83,81,99,3.65
231,Belmonte,BR,2022-02-11 19:17:08,-15.8631,-38.8828,82.9,65,1,8.95
232,Sao Joao Da Barra,BR,2022-02-11 19:17:08,-21.6403,-41.0511,82.49,83,100,10.04
233,Aracuai,BR,2022-02-11 19:17:08,-16.8497,-42.0703,84.87,65,96,2.13
234,Pangody,RU,2022-02-11 19:17:09,65.85,74.4859,-4.23,80,0,15.7
235,Corrente,BR,2022-02-11 19:17:09,-3.7367,-43.3394,86.56,57,89,3.49
236,Flinders,AU,2022-02-11 19:17:10,-34.5833,150.8552,70.21,88,100,5.99
237,Payo,ID,2022-02-11 19:17:10,-3.7508,103.6372,70.25,91,100,2.66
238,Nanakuli,US,2022-02-11 19:17:11,21.3906,-158.1547,77.7,70,0,3.44
239,Gat,IL,2022-02-11 19:17:12,31.61,34.7642,53.4,100,12,5.7
240,Lata,PT,2022-02-11 19:17:12,40.1629,-8.3327,57.72,86,100,1.97
241,Retalhuleu,GT,2022-02-11 19:17:12,14.5333,-91.6833,94.87,57,40,6.91
242,Camabatela,AO,2022-02-11 19:17:13,-8.1881,15.375,64.76,89,99,2.64
243,Chuy,UY,2022-02-11 19:17:14,-33.6971,-53.4616,81.9,61,88,14.83
244,Pitimbu,BR,2022-02-11 19:17:14,-7.4706,-34.8086,86.59,68,85,12.39
245,Inhambane,MZ,2022-02-11 19:17:15,-23.865,35.3833,75.7,76,7,9.84
246,Kirakira,SB,2022-02-11 19:17:16,-10.4544,161.9205,76.48,92,100,9.66
247,Huarmey,PE,2022-02-11 19:14:16,-10.0681,-78.1522,75.83,71,45,10.98
248,Uglovskoye,RU,2022-02-11 19:17:17,51.3557,80.1942,-13.32,99,40,6.58
249,Silvassa,IN,2022-02-11 19:17:17,20.2667,73.0167,70.34,30,0,3.89
250,Ribeira Grande,PT,2022-02-11 19:17:18,38.5167,-28.7,61.2,72,40,5.75
251,Lalmohan,BD,2022-02-11 19:17:18,22.3384,90.7419,66.81,65,3,9.42
252,Jalu,LY,2022-02-11 19:17:19,29.0331,21.5482,55.58,48,0,6.8
253,Dawson Creek,CA,2022-02-11 19:15:41,55.7666,-120.2362,28.04,50,40,8.05
254,Laguna,US,2022-02-11 19:17:19,38.421,-121.4238,75.04,61,0,4.61
255,Tigre,AR,2022-02-11 19:17:20,-34.426,-58.5796,73.4,90,100,18.41
256,Saldanha,ZA,2022-02-11 19:17:20,-33.0117,17.9442,65.53,90,0,21.0
257,Kysyl-Syr,RU,2022-02-11 19:17:21,63.8986,122.7617,-26.72,100,89,2.39
258,Senno,RU,2022-02-11 19:17:21,59.5336,33.9167,27.12,96,100,8.37
259,Hovd,MN,2022-02-11 19:17:22,48.0056,91.6419,-14.1,87,89,4.34
260,Waingapu,ID,2022-02-11 19:17:22,-9.6567,120.2641,78.31,83,100,2.53
261,Lompoc,US,2022-02-11 19:17:23,34.6391,-120.4579,83.08,41,0,4.61
262,Talnakh,RU,2022-02-11 19:17:23,69.4865,88.3972,-11.16,89,100,10.07
263,Kahului,US,2022-02-11 19:17:24,20.8947,-156.47,76.26,75,20,5.01
264,Araouane,ML,2022-02-11 19:17:24,18.9048,-3.5265,68.45,15,45,10.11
265,Vega De Alatorre,MX,2022-02-11 19:17:25,20.0333,-96.6333,72.18,72,31,6.53
266,Clyde River,CA,2022-02-11 19:17:25,70.4692,-68.5914,-14.57,76,100,31.07
267,Sandwick,GB,2022-02-11 19:17:26,60.0,-1.25,42.62,75,40,21.85
268,Okitipupa,NG,2022-02-11 19:17:26,6.5047,4.7839,79.21,86,10,5.68
269,Takoradi,GH,2022-02-11 19:17:26,4.8845,-1.7554,80.82,80,8,10.18
270,Osoyoos,CA,2022-02-11 19:15:41,49.0331,-119.4524,49.03,37,90,8.05
271,Saint-Augustin,CA,2022-02-11 19:17:27,51.226,-58.6502,33.57,88,14,16.53
272,Gombe,NG,2022-02-11 19:17:27,10.2897,11.1673,77.07,14,5,7.94
273,Tobermory,CA,2022-02-11 19:17:28,45.2501,-81.6665,36.3,98,100,22.86
274,Pembroke,CA,2022-02-11 19:14:06,45.8168,-77.1162,35.67,80,100,10.09
275,Ambon,ID,2022-02-11 19:18:28,-3.6954,128.1814,75.34,94,40,4.61
276,Lovozero,RU,2022-02-11 19:18:29,68.005,35.0117,13.33,97,100,4.14
277,Lagoa,PT,2022-02-11 19:18:29,39.05,-27.9833,59.79,79,100,13.6
278,Mandalgovi,MN,2022-02-11 19:18:30,45.7625,106.2708,-3.96,67,89,5.68
279,Athabasca,CA,2022-02-11 19:18:30,54.7169,-113.2854,15.49,69,100,8.75
280,Port Keats,AU,2022-02-11 19:18:31,-14.25,129.55,80.65,84,0,2.95
281,Port Hedland,AU,2022-02-11 19:18:31,-20.3167,118.5667,84.25,84,71,4.61
282,Lagunas,PE,2022-02-11 19:18:32,-5.2269,-75.6753,93.87,39,100,5.41
283,Pimentel,PE,2022-02-11 19:18:32,-6.8367,-79.9342,82.69,47,0,17.27
284,Aksu,CN,2022-02-11 19:18:32,41.1231,80.2644,27.01,45,13,3.71
285,Am Timan,TD,2022-02-11 19:18:33,11.0297,20.2827,81.25,12,0,4.52
286,Swellendam,ZA,2022-02-11 19:18:33,-34.0226,20.4417,70.61,71,0,8.23
287,Margate,GB,2022-02-11 19:18:34,51.3813,1.3862,41.04,73,91,1.01
288,Bambanglipuro,ID,2022-02-11 19:18:34,-7.95,110.2833,77.22,86,100,3.31
289,Kokopo,PG,2022-02-11 19:18:34,-4.352,152.2633,76.46,87,100,5.35
290,Severnyy,RU,2022-02-11 19:18:35,50.677,36.5532,33.84,86,75,8.95
291,Bonthe,SL,2022-02-11 19:18:35,7.5264,-12.505,80.22,80,8,11.18
292,Ust-Tsilma,RU,2022-02-11 19:18:36,65.441,52.1498,17.31,93,100,10.07
293,Itarema,BR,2022-02-11 19:18:09,-2.9248,-39.9167,84.09,65,75,15.03
